sentence,context_before,context_after,section,thesis_code
"While the word curators shows a pattern of clear increase over time, (museum) directors is characterised by a declining profile, which suggests that their roles have intertwined over time, to the point that curators are the most visible professional figure engaged in the organisation of American exhibitions, but also those mostly exposed to the media and public judgement.","complex system of communication which involved the museum at various levels: data show that an entire department – a word stable in its frequency across decades, particularly relevant for the American section of the corpus – was entitled to public relations already from the 1950s, while British museums appear more focused on press office activities, which is only a part of the work associated to public relations, being the latter an increasing phrase among British documents. However, the increasing frequency of the soliciting phrase please contact in both sections of the corpus suggests that the relationship to the press has become more overt and explicit over time and that this development involved both American and British museums. A trend quantitatively more relevant in American EPAs concerns the role of museum professionals, and in particular curators and (museum) directors.","Both British and American museum press officers were still developing a standard generic structure for EPAs in the 1950s, but American writers show more confidence in terms of self promotion strategies and knowledge of press needs already in the earlier texts. For instance, American EPAs are characterised by a more appropriate use of quotations since the very beginning of the genre, while until the 1990’s decade the presence of quotations is very limited among British documents. The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs. 10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs",conclusion,conclusion_2
"Both British and American museum press officers were still developing a standard generic structure for EPAs in the 1950s, but American writers show more confidence in terms of self promotion strategies and knowledge of press needs already in the earlier texts.","the work associated to public relations, being the latter an increasing phrase among British documents. However, the increasing frequency of the soliciting phrase please contact in both sections of the corpus suggests that the relationship to the press has become more overt and explicit over time and that this development involved both American and British museums. A trend quantitatively more relevant in American EPAs concerns the role of museum professionals, and in particular curators and (museum) directors. While the word curators shows a pattern of clear increase over time, (museum) directors is characterised by a declining profile, which suggests that their roles have intertwined over time, to the point that curators are the most visible professional figure engaged in the organisation of American exhibitions, but also those mostly exposed to the media and public judgement.","For instance, American EPAs are characterised by a more appropriate use of quotations since the very beginning of the genre, while until the 1990’s decade the presence of quotations is very limited among British documents. The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs. 10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs. As Bhatia (2004) pointed out, it is possible for a textual genre to",conclusion,conclusion_2
"For instance, American EPAs are characterised by a more appropriate use of quotations since the very beginning of the genre, while until the 1990’s decade the presence of quotations is very limited among British documents.","more overt and explicit over time and that this development involved both American and British museums. A trend quantitatively more relevant in American EPAs concerns the role of museum professionals, and in particular curators and (museum) directors. While the word curators shows a pattern of clear increase over time, (museum) directors is characterised by a declining profile, which suggests that their roles have intertwined over time, to the point that curators are the most visible professional figure engaged in the organisation of American exhibitions, but also those mostly exposed to the media and public judgement. Both British and American museum press officers were still developing a standard generic structure for EPAs in the 1950s, but American writers show more confidence in terms of self promotion strategies and knowledge of press needs already in the earlier texts.","The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs. 10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs. As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62). In the case of EPAs we",conclusion,conclusion_2
"The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs.",") directors. While the word curators shows a pattern of clear increase over time, (museum) directors is characterised by a declining profile, which suggests that their roles have intertwined over time, to the point that curators are the most visible professional figure engaged in the organisation of American exhibitions, but also those mostly exposed to the media and public judgement. Both British and American museum press officers were still developing a standard generic structure for EPAs in the 1950s, but American writers show more confidence in terms of self promotion strategies and knowledge of press needs already in the earlier texts. For instance, American EPAs are characterised by a more appropriate use of quotations since the very beginning of the genre, while until the 1990’s decade the presence of quotations is very limited among British documents.","10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs. As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62). In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms",conclusion,conclusion_2
"10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs.",", to the point that curators are the most visible professional figure engaged in the organisation of American exhibitions, but also those mostly exposed to the media and public judgement. Both British and American museum press officers were still developing a standard generic structure for EPAs in the 1950s, but American writers show more confidence in terms of self promotion strategies and knowledge of press needs already in the earlier texts. For instance, American EPAs are characterised by a more appropriate use of quotations since the very beginning of the genre, while until the 1990’s decade the presence of quotations is very limited among British documents. The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs.","As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62). In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes. It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based",conclusion,conclusion_2
"As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62).","terms of self promotion strategies and knowledge of press needs already in the earlier texts. For instance, American EPAs are characterised by a more appropriate use of quotations since the very beginning of the genre, while until the 1990’s decade the presence of quotations is very limited among British documents. The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs. 10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs.","In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes. It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative",conclusion,conclusion_2
"In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes.","very limited among British documents. The same is to be noted with regard to the use of narrative sections, already attested among American EPAs in the 1950s and to be introduced at least a decade later in British EPAs. 10.4 Final considerations Introducing this chapter, we summarized the research questions tackled by the present study into two main points: the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs. As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62).","It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them,",conclusion,conclusion_2
"It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal.","the question of the survival of the genre of EPAs in view of the threat represented by new forms of communication adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs. As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62). In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes.","Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait",conclusion,conclusion_2
"Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis.","adopted by museums and the historical reasons behind the strong promotional features characterizing contemporary EPAs. As Bhatia (2004) pointed out, it is possible for a textual genre to change over a period of time, or even to disappear: it can “further develop or even become obsolete because of lack of use” (2004: 62). In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes. It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal.","Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through",conclusion,conclusion_2
"Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases.","it can “further develop or even become obsolete because of lack of use” (2004: 62). In the case of EPAs we are in front of an extraordinary development and a strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes. It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis.","Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction",conclusion,conclusion_2
"Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline.","strong consolidation over time: they went through a continuous enrichment of contents and a gradual perfection of their structure, which implied an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes. It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases.","In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of",conclusion,conclusion_2
"In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction.","an expansion in terms of lexical variety and length of the texts, but also a shift form merely informative and descriptive to promotional purposes. It has been also highlighted an increasing use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline.","The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their",conclusion,conclusion_2
"The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites.","use of quotations, forms of narrative and linguistic means of emotional appeal. Hence, despite the urge for conciseness which characterizes contemporary public relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction.","Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the",conclusion,conclusion_2
"Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance.","relations, as those based on Facebook and Twitter, EPAs have remained a tool for an in-depth description and evaluation of the exhibition, where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites.","Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience. From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a",conclusion,conclusion_2
"Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field.",", where apparently analysis is preferred to synthesis. Furthermore, EPAs have been increasingly perceived by their writers as a textual space where creativity can be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance.","For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience. From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage. Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and",conclusion,conclusion_2
"For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated.","be practiced and evaluative language can be used to create powerful and emotional combinations of words and phrases. Consequently, despite the advent of new media and new public relation practices, the genre of EPAs seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field.","As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience. From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage. Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and",conclusion,conclusion_2
"As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support.","seems far from decline. In view of our analysis, it seems not only able to survive to new media but also to coexist side by side with them, in a sort of mutual interaction. The impression is that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated.","This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience. From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage. Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news. We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists",conclusion,conclusion_2
"This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience.","that, actually, new media can work as a bait for journalists and encourage them to download EPAs from websites. Hence, in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support.","From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage. Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news. We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency",conclusion,conclusion_2
From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage.,"in this specific context old genres and new genres could be mutually interdependent and live in a sort of symbiotic balance. Of course, this idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience.","Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news. We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency, putting EPAs on the edge of museum public relations, as they could be easily accessed and downloaded from websites. This great change also",conclusion,conclusion_2
"Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news.","idea should be verified through an in-depth ethnographic analysis, which is an interesting future direction of research in this field. For instance, the daily work of press officers could be observed at a close distance and the interaction between posts published on social media and download of press releases from museum websites could be investigated. As for the reasons of promotionality in EPAs, the most relevant change-inducing factor is to be identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience. From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage.","We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency, putting EPAs on the edge of museum public relations, as they could be easily accessed and downloaded from websites. This great change also determined a further shift towards creativity and promotionality, which led to the current shape of EPAs as we know them. Keeping the focus on promotional features, our analysis also revealed that sponsors have been playing an increasing role in determining exhibiting choices and therefore in influencing related texts as EPAs. It could be guessed that their presence goes beyond a mere mention within the press release or a logo in the header",conclusion,conclusion_2
"We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency, putting EPAs on the edge of museum public relations, as they could be easily accessed and downloaded from websites.","identified in the increasing need of alternative funding faced by museums from the 1980s onward, when governments cut down their financial support. This ignited a great change for museums, which had to seek new commercial partners, improve public relations and widen the audience. From that moment onward EPA writers tried to creatively exploit the genre in order to arouse journalists’ interest and gain a better press coverage. Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news.","This great change also determined a further shift towards creativity and promotionality, which led to the current shape of EPAs as we know them. Keeping the focus on promotional features, our analysis also revealed that sponsors have been playing an increasing role in determining exhibiting choices and therefore in influencing related texts as EPAs. It could be guessed that their presence goes beyond a mere mention within the press release or a logo in the header of the sheet. However, their weight is difficult to measure through corpus linguistics or genre analysis methodologies; hence, this could be a further research question to be addressed by an ethnographic perspective. To conclude, a final remark is to be made concerning the primary source of this study, the EPA Diacorpus. Undoubtedly, its compilation has been worth carrying out, since",conclusion,conclusion_2
"This great change also determined a further shift towards creativity and promotionality, which led to the current shape of EPAs as we know them.","better press coverage. Bearing in mind that “journalists do not write articles, they write stories” (Bell 1991: 100) and that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news. We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency, putting EPAs on the edge of museum public relations, as they could be easily accessed and downloaded from websites.","Keeping the focus on promotional features, our analysis also revealed that sponsors have been playing an increasing role in determining exhibiting choices and therefore in influencing related texts as EPAs. It could be guessed that their presence goes beyond a mere mention within the press release or a logo in the header of the sheet. However, their weight is difficult to measure through corpus linguistics or genre analysis methodologies; hence, this could be a further research question to be addressed by an ethnographic perspective. To conclude, a final remark is to be made concerning the primary source of this study, the EPA Diacorpus. Undoubtedly, its compilation has been worth carrying out, since the corpus reflects the great social and cultural changes taking place over the last decades in museum settings: in particular, the transition towards a",conclusion,conclusion_2
"Keeping the focus on promotional features, our analysis also revealed that sponsors have been playing an increasing role in determining exhibiting choices and therefore in influencing related texts as EPAs.","that “strong positive statements can make the release look more newsworthy” (Pander Maat 2007:63), our analysis showed that EPA writers adopted an increasing, brilliant use of quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news. We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency, putting EPAs on the edge of museum public relations, as they could be easily accessed and downloaded from websites. This great change also determined a further shift towards creativity and promotionality, which led to the current shape of EPAs as we know them.","It could be guessed that their presence goes beyond a mere mention within the press release or a logo in the header of the sheet. However, their weight is difficult to measure through corpus linguistics or genre analysis methodologies; hence, this could be a further research question to be addressed by an ethnographic perspective. To conclude, a final remark is to be made concerning the primary source of this study, the EPA Diacorpus. Undoubtedly, its compilation has been worth carrying out, since the corpus reflects the great social and cultural changes taking place over the last decades in museum settings: in particular, the transition towards a more market-oriented concept of museum, innovations in the way exhibitions are set up and artists are selected by museums, advent of new technologies. Hopefully in the future it will",conclusion,conclusion_2
It could be guessed that their presence goes beyond a mere mention within the press release or a logo in the header of the sheet.,"quotations, narrative sections and emotionally charged language in order to meet the needs of media people and create the news. We have already pointed out in section 10.1 that the language of EPAs was naturally leaning towards positive evaluation of art works and artists already in the 1950s, when museum marketing was merely developed; in the 1990s the advent of the Internet boosted this inner tendency, putting EPAs on the edge of museum public relations, as they could be easily accessed and downloaded from websites. This great change also determined a further shift towards creativity and promotionality, which led to the current shape of EPAs as we know them. Keeping the focus on promotional features, our analysis also revealed that sponsors have been playing an increasing role in determining exhibiting choices and therefore in influencing related texts as EPAs.","However, their weight is difficult to measure through corpus linguistics or genre analysis methodologies; hence, this could be a further research question to be addressed by an ethnographic perspective. To conclude, a final remark is to be made concerning the primary source of this study, the EPA Diacorpus. Undoubtedly, its compilation has been worth carrying out, since the corpus reflects the great social and cultural changes taking place over the last decades in museum settings: in particular, the transition towards a more market-oriented concept of museum, innovations in the way exhibitions are set up and artists are selected by museums, advent of new technologies. Hopefully in the future it will be useful for practitioners, such as museum professionals and art journalists, especially in terms of public relations education, allowing them to become aware",conclusion,conclusion_2
